Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT04,OUT013,714.317522511446
FDL58,OUT019,2272.50951141006
FDE52,OUT045,1420.95435451128
FDW12,OUT035,2472.07214414654
FDL51,OUT017,3516.15387468158
NCY42,OUT027,3674.66183462234
FDR07,OUT017,1689.31688404229
FDN40,OUT045,2387.84783254109
FDB35,OUT027,2929.99197903264
FDA22,OUT017,2756.04022312556
NCL06,OUT046,4110.92224882625
FDI35,OUT013,2923.02150875367
NCW42,OUT045,3410.4459999692
NCX06,OUT049,2927.47906458883
FDC37,OUT027,3205.35730063217
FDZ14,OUT018,1706.03975297687
DRG49,OUT049,3947.18877475917
NCG06,OUT045,3945.59774351362
DRC36,OUT045,2681.95521736012
FDV21,OUT019,133.287603127447
FDB53,OUT046,2393.09520202946
DRP47,OUT019,2074.66807861719
FDA14,OUT013,2365.17076118773
DRC24,OUT035,2562.89946720879
FDW21,OUT018,1369.97886518961
NCH29,OUT046,1557.41105466917
FDU58,OUT013,3037.82121146773
FDY27,OUT017,2938.73597968277
FDV56,OUT035,1917.35325316924
FDT59,OUT046,3659.55864650822
FDB23,OUT046,3581.33024842102
FDR49,OUT045,742.120574342557
FDB03,OUT010,1943.42492605649
FDN39,OUT045,2590.0705448869
FDX02,OUT027,4982.23916910045
FDQ16,OUT027,3199.13377909917
FDU35,OUT018,1351.95755022892
NCT29,OUT013,1965.90603737365
FDZ27,OUT046,839.468642523487
FDN57,OUT017,2363.39259186164
FDA03,OUT018,2065.20774455829
FDZ36,OUT045,2898.34663981917
NCU05,OUT013,1332.43007360367
FDT39,OUT018,2150.63663030092
FDK60,OUT017,1695.46002228674
FDZ25,OUT017,2809.57549330214
FDG12,OUT046,1982.99512215461
DRB01,OUT019,1133.4848862647
NCC43,OUT027,5363.63221039767
FDX13,OUT019,2046.08215421485
FDM22,OUT049,1006.94082238502
FDJ03,OUT027,2288.29836984054
FDU14,OUT018,3675.42104754093
FDB33,OUT010,656.865659439377
FDP27,OUT046,3042.55816522674
FDO38,OUT010,-615.781114928105
FDE28,OUT027,5120.22635889724
FDO27,OUT035,1707.36118681826
DRL23,OUT027,3157.7491424807
FDS28,OUT046,960.411483482003
FDX24,OUT013,1551.60222274369
FDZ02,OUT035,1722.77931989579
FDL46,OUT045,1835.16325709719
FDS60,OUT027,4296.28528456486
NCO06,OUT017,660.604635880728
FDO16,OUT035,1541.18110439383
FDC60,OUT049,1536.96658545169
FDA48,OUT018,3218.41731879516
FDZ36,OUT027,4414.6651352845
FDK27,OUT045,1892.80734998483
FDW23,OUT018,414.354505882004
FDM14,OUT018,1516.67218346972
FDM14,OUT013,1793.97638772193
FDW60,OUT018,2563.38008370319
FDE21,OUT013,1921.10255856917
NCM42,OUT035,1880.83666894216
FDY59,OUT010,-349.162113456173
DRI49,OUT049,1413.24472803496
FDT28,OUT019,541.393559113183
FDQ22,OUT018,426.192490953968
FDR60,OUT049,1369.72915361629
FDC50,OUT019,-332.950928807136
FDV24,OUT013,2467.64399576863
DRF48,OUT010,1080.17372228331
FDQ47,OUT046,660.962091965886
DRN36,OUT049,1661.31373984072
NCY06,OUT035,2177.7230702194
FDE52,OUT035,1617.33499530337
NCB54,OUT045,1946.35714891691
NCF31,OUT035,2548.80943016134
FDJ08,OUT027,4466.61438134462
NCC07,OUT017,1789.68994855674
NCD19,OUT027,2320.73518886757
FDL46,OUT049,2025.3754467023
FDM20,OUT045,3833.42688557149
NCI06,OUT010,945.100652633067
DRM11,OUT035,4211.1897156462
NCH07,OUT018,2220.6619117215
FDS23,OUT013,2122.83678785377
FDO49,OUT018,573.334100651011
FDS35,OUT049,1195.81990883096
DRK39,OUT045,1272.45898589538
DRI39,OUT049,1057.1684013979
FDV04,OUT017,2635.66624851681
NCN14,OUT035,3011.91610550728
FDH08,OUT013,3693.42731290946
FDS20,OUT046,2924.70698921259
FDV40,OUT049,1352.27670500537
FDZ48,OUT010,-92.4271648113689
FDS24,OUT027,2886.26037839463
FDK44,OUT049,2882.18710272314
FDS48,OUT045,2353.39122673617
FDK26,OUT010,1088.11891086355
FDD23,OUT045,2942.64710680694
NCH54,OUT017,2646.01312151637
NCP14,OUT010,-197.81676900402
FDM60,OUT010,-1192.14166051593
FDV24,OUT017,2531.72756475229
FDH08,OUT018,3351.19814482564
FDS12,OUT027,3505.90423320354
FDR39,OUT027,4325.08723518654
FDP12,OUT027,2096.8964848
DRF60,OUT027,5157.47822013863
FDC09,OUT035,1821.10354012135
FDF50,OUT018,2883.98264676864
FDG28,OUT035,4003.52837433649
NCE19,OUT017,1007.48635097325
NCM53,OUT010,-171.577808621216
NCN18,OUT049,1858.64102668361
FDF32,OUT035,3311.43135155645
FDF11,OUT013,3822.54760764582
DRI59,OUT049,3637.40703899899
NCG54,OUT035,2810.18187622268
FDM44,OUT046,1662.8408505061
FDT57,OUT018,3465.95765589543
FDV24,OUT046,2432.75817160069
FDI50,OUT019,1724.95091644391
FDS09,OUT035,1024.49896722703
NCC31,OUT027,3879.4877288513
FDQ07,OUT019,1589.07842546907
FDC22,OUT017,3158.98000698927
FDZ56,OUT046,2713.2092820337
FDZ40,OUT019,-963.335227632757
FDS46,OUT027,3362.791062929
DRD24,OUT045,2170.43925231534
FDV45,OUT017,3116.83443046772
FDL26,OUT045,2435.72844753443
FDA56,OUT018,1716.33190557665
FDN27,OUT046,1922.25936432261
FDM20,OUT049,3974.1724360668
FDO16,OUT017,1473.14148780258
FDL03,OUT035,3256.8387319689
FDE58,OUT046,1904.19785771765
FDI02,OUT027,3267.59869929208
NCC55,OUT019,-1239.09412024945
FDR03,OUT018,2995.61030124979
FDB14,OUT017,1624.43211185495
FDR45,OUT013,3845.24661166733
NCN07,OUT017,2159.63857579915
FDM51,OUT019,-216.116910559679
FDT52,OUT027,5318.82873159319
FDL26,OUT046,2480.55840330548
NCZ42,OUT046,3745.57092735611
DRI47,OUT019,423.326356879691
FDW40,OUT013,2303.41784558904
FDN34,OUT046,2711.13477485603
FDS01,OUT035,2990.30011378552
NCG55,OUT045,1780.70574119797
FDC11,OUT035,1584.34383868207
FDX35,OUT018,3314.13835713757
NCB06,OUT046,2531.58540364296
FDR09,OUT019,2220.56026534994
FDC53,OUT017,1691.3110079314
FDY45,OUT013,4066.50779674052
FDA22,OUT010,803.558977719488
FDE02,OUT035,1705.85554599035
FDW21,OUT045,1586.11727916901
FDV34,OUT046,1233.17362319838
FDS59,OUT049,1874.04463100564
NCW17,OUT017,2126.72780246641
NCK54,OUT046,1864.14131712926
FDG17,OUT019,1978.67458343291
FDG35,OUT017,2868.23674395648
FDD08,OUT010,-1216.30611372107
NCO07,OUT017,3413.73536050046
FDJ10,OUT010,398.056203616905
FDW36,OUT017,1801.43302158465
FDW21,OUT010,-239.568774508412
FDY19,OUT017,2017.60841782436
DRE03,OUT013,818.04018005663
NCC55,OUT049,733.744920007209
FDH52,OUT010,-817.963635629633
FDO09,OUT017,4284.48517165971
FDU43,OUT045,3728.95952710148
FDX09,OUT010,904.36580489537
FDH40,OUT019,-511.986154070223
FDW58,OUT017,1807.61635147337
FDC47,OUT017,3706.00992724993
NCR41,OUT035,1649.24313962491
DRG49,OUT035,3985.81970786195
FDC52,OUT027,3886.7138793955
FDY13,OUT046,1248.06308157043
FDY35,OUT013,801.78072378746
FDI35,OUT017,3002.56340245914
NCU18,OUT049,2330.04573074022
FDY33,OUT018,2264.86746666522
FDC15,OUT027,3967.99375078279
FDU01,OUT049,3069.52035669689
NCU42,OUT046,2673.11254980104
NCV29,OUT018,2517.58850464302
NCY30,OUT017,2976.9078371816
FDQ46,OUT049,1920.3794135268
FDG58,OUT027,3910.30946625087
FDK33,OUT017,3489.38623959329
NCD07,OUT045,1771.95942107036
NCX29,OUT027,3722.0137749102
NCT42,OUT013,2370.88013677075
DRN59,OUT035,912.046228532498
FDI44,OUT035,1454.73506088451
FDA45,OUT049,2941.90570278844
FDP31,OUT045,1043.23637326369
FDY01,OUT046,1875.92458180145
FDT09,OUT018,1867.62252962903
DRH03,OUT027,2967.89308991235
FDA36,OUT018,2700.26973244473
NCF31,OUT017,2520.96145784679
FDG14,OUT049,2525.54190973632
FDG28,OUT027,5328.10372642628
FDU14,OUT049,4053.94666662618
FDY47,OUT019,230.065990880826
FDI56,OUT049,1584.31852573955
DRD01,OUT013,963.187665864559
FDM22,OUT046,943.487709576563
FDH33,OUT013,773.995930932474
DRZ24,OUT013,1921.33482376677
NCQ38,OUT046,1678.8423786889
FDO16,OUT027,2831.74814209563
FDU07,OUT027,3839.81023052457
NCB07,OUT013,3084.61881416132
FDU48,OUT045,2069.8484513588
NCM43,OUT045,2536.67037839865
FDR31,OUT010,430.926785305367
DRK49,OUT018,419.264460140419
NCI30,OUT010,1938.76176575117
DRD60,OUT017,2962.68440666857
NCG19,OUT046,3690.48982470734
FDH12,OUT035,1856.57730369297
FDM32,OUT035,1650.28596028038
FDM27,OUT035,2645.98138893187
NCU53,OUT027,4052.42000751421
NCQ18,OUT046,1585.19584752416
FDS10,OUT013,2890.07054377665
FDB33,OUT027,3966.40772666633
FDI12,OUT013,1448.64050510159
NCW42,OUT013,3500.98260721345
NCC06,OUT018,1759.58955190895
FDW02,OUT017,2138.55125878288
NCD43,OUT017,1761.86496405748
FDM57,OUT018,1097.21672547323
FDA58,OUT017,3854.77775270771
FDK56,OUT046,2958.10624560654
FDP52,OUT045,3601.34487319303
FDW20,OUT018,1730.73288088749
FDS52,OUT049,1738.70081473629
NCT29,OUT018,1623.67686928983
NCL54,OUT013,2807.82823502244
FDC05,OUT045,3092.39189838714
FDF34,OUT035,3275.3485299908
FDP03,OUT027,3456.47778573801
FDD32,OUT010,-514.853712819392
FDZ10,OUT045,1998.33205786581
FDZ40,OUT035,1069.77640033722
FDD51,OUT018,490.99687985275
NCY30,OUT019,936.090034665996
FDP58,OUT017,3561.91979085297
FDV49,OUT017,4278.79032483219
FDY24,OUT019,-986.522714715475
NCO55,OUT017,1806.65391410645
FDR13,OUT017,1996.0069548581
FDS51,OUT017,1151.52176697044
FDP26,OUT045,1646.32436229553
NCB54,OUT027,3487.40896393714
FDF32,OUT017,3240.30007002083
FDN31,OUT018,2738.30648625522
DRM48,OUT017,720.012297682643
FDN20,OUT049,2799.84988192488
DRL01,OUT046,3669.59458124439
FDV56,OUT049,1844.71400567848
DRH13,OUT027,3167.55281201927
FDA03,OUT017,2443.69549712651
FDF47,OUT027,4993.58867111121
FDX32,OUT046,2359.69594563552
FDX57,OUT049,1678.49373160977
NCA30,OUT045,2930.33516742926
FDO49,OUT013,883.100786819026
FDL04,OUT019,-171.368152154976
DRM48,OUT035,778.776919440809
FDR16,OUT013,3403.1323412936
NCC19,OUT018,2749.67051702148
NCE42,OUT045,3624.54688903125
FDY24,OUT017,1041.92842802267
FDH19,OUT049,2899.19125991713
FDJ46,OUT013,2801.54999308966
FDN45,OUT010,1670.66278634011
FDY08,OUT035,2396.9354110037
FDZ37,OUT035,1572.0173705489
NCT30,OUT045,716.465009065015
DRY23,OUT018,431.590928273592
NCZ30,OUT018,1652.55920320006
FDC44,OUT018,1566.54692235218
FDB45,OUT035,1850.43416544852
FDY04,OUT013,2644.11623079284
FDM27,OUT046,2551.62650538154
FDZ43,OUT017,3922.14513184537
FDT39,OUT019,533.135722046791
NCC06,OUT019,118.901156572105
FDL15,OUT027,3906.76950988958
FDL57,OUT017,4173.7942916567
FDU08,OUT046,1621.18375704576
FDK40,OUT017,4275.21017682662
FDQ12,OUT010,1740.10467265544
FDS48,OUT017,2529.65305757462
FDP09,OUT045,3305.92392109942
FDW21,OUT049,1717.58783483124
FDY25,OUT035,3032.48588195135
DRE13,OUT017,1484.19458030544
FDV43,OUT019,-1136.79618100116
FDD22,OUT045,1754.90054347659
FDM46,OUT019,-363.827386606484
NCO30,OUT010,1014.58273059267
FDM25,OUT046,2781.59381893805
NCN41,OUT049,2042.882615713
FDU24,OUT045,1469.81193562704
FDZ50,OUT046,2936.01629957907
FDP45,OUT013,4008.33502914739
NCM54,OUT045,1934.51916384494
FDW10,OUT019,913.416693533264
FDP20,OUT017,2169.95639128771
FDK32,OUT046,2430.64347277875
FDN52,OUT049,1542.66143227921
FDM58,OUT045,1744.07971617133
FDZ46,OUT027,3245.99723632582
NCA18,OUT018,1582.05996747377
FDD35,OUT046,1978.88629944356
NCK31,OUT035,954.502743317438
FDI40,OUT027,3086.97744991253
FDT50,OUT019,-285.558796875004
NCT06,OUT046,2599.4814574861
FDT31,OUT035,3137.44172348256
FDT45,OUT049,1007.42930544623
FDT13,OUT045,2919.94810278543
FDO50,OUT045,1433.76930570566
NCU18,OUT010,332.697477123859
NCR54,OUT049,3159.56107696728
NCO18,OUT018,2526.86349947611
FDU09,OUT045,897.600404394546
FDT13,OUT018,2713.08468363911
FDE09,OUT046,1830.15866563006
NCK53,OUT019,-277.286431053113
FDG45,OUT049,3483.76945092708
DRH15,OUT035,898.70260263263
FDO21,OUT019,1666.28966578958
FDD14,OUT027,4380.69701254079
FDC09,OUT046,1683.46534734994
FDH45,OUT027,2201.8925179755
FDV32,OUT046,1100.96166351767
FDG12,OUT035,2074.25834076058
FDS32,OUT013,2287.9997125115
NCL55,OUT018,3654.32259639138
DRE01,OUT035,3967.30990984005
DRE15,OUT049,1346.36583195851
NCL42,OUT045,3802.60514817192
FDP31,OUT013,1110.58549342522
FDN33,OUT018,1260.34533459757
FDZ59,OUT046,2643.68701242982
FDE45,OUT010,954.809410127588
FDJ07,OUT013,1951.49053330731
FDQ45,OUT018,2665.77293499554
FDM33,OUT027,4921.01492820724
FDO15,OUT010,-631.159056361364
FDM46,OUT013,1551.07354803821
FDR03,OUT045,3207.11121781265
FDY49,OUT018,2386.86765703471
FDQ60,OUT045,1863.96520771887
FDW10,OUT049,2909.44322087264
FDO51,OUT049,876.274695176487
FDJ40,OUT018,1496.04768662588
FDS20,OUT018,2631.27613754634
FDU45,OUT013,1859.3094513262
FDV02,OUT035,2851.82444092752
FDN09,OUT046,3840.66837894897
NCM55,OUT027,4375.62575246281
FDN23,OUT018,2050.27809454196
FDY31,OUT010,442.236095671845
FDW03,OUT010,-154.628371826997
FDD14,OUT046,2930.85012745704
FDV23,OUT017,2135.988268544
DRI03,OUT045,2712.83167515946
FDN13,OUT035,1768.58542771147
FDF45,OUT027,2457.1218257924
FDU46,OUT035,1584.91270503184
FDB57,OUT049,3624.23924767419
FDV12,OUT049,1726.9030213086
FDQ58,OUT013,2457.27145988029
NCA18,OUT017,1941.99773037581
FDH52,OUT049,1134.55547629347
FDM24,OUT018,2135.1783055791
NCP43,OUT027,4290.19686672019
NCO18,OUT019,887.720936611444
FDM32,OUT017,1602.34216582748
NCL07,OUT017,736.229852084779
FDK03,OUT013,4035.59114729689
FDP59,OUT017,1773.64822872966
FDQ24,OUT049,4061.63563734281
FDQ16,OUT018,1508.41434640333
FDU44,OUT013,2604.45326122161
FDH28,OUT010,-1203.93945394362
FDV28,OUT019,-1245.82065359916
FDM22,OUT045,860.011942000987
FDR56,OUT046,3126.40102685291
FDV39,OUT049,3229.5171092326
FDU37,OUT019,-552.666281408145
FDQ11,OUT010,2163.62876171871
FDX02,OUT045,3482.92483082911
NCS42,OUT018,1202.79615375399
FDY57,OUT027,2996.38239204788
FDB21,OUT049,3925.80333801225
FDE28,OUT017,3746.16137988237
FDQ55,OUT017,1943.97732550943
FDA48,OUT049,3627.85958732404
FDZ19,OUT045,2722.85137091738
NCC43,OUT045,3885.95952673687
NCV18,OUT046,1318.61703769651
NCA42,OUT018,2229.93690655459
FDY45,OUT046,4057.90112459966
NCC30,OUT045,2748.65656863875
FDM57,OUT013,1440.99172602924
FDL09,OUT010,776.75115098692
FDB09,OUT027,3462.13244092125
FDT44,OUT035,2070.1897096938
NCT06,OUT027,4029.23252043149
FDX26,OUT049,3020.62258393686
FDK32,OUT013,2487.17095155722
DRA12,OUT046,2274.01084202928
FDO46,OUT010,1103.0083692356
FDE52,OUT013,1460.47849017355
NCH42,OUT045,3542.6981512942
FDV08,OUT035,882.971821068946
FDB47,OUT018,3070.78722603691
FDC28,OUT010,-92.8754562283014
FDD22,OUT046,1853.83463577398
FDS07,OUT027,3314.46215651872
DRI13,OUT045,3350.45665328478
FDG32,OUT018,3261.17195331075
FDU14,OUT017,4061.63796247006
FDD28,OUT019,-888.198494489915
NCP41,OUT017,1843.22521873332
FDS08,OUT049,2892.43906367864
FDX47,OUT045,2462.49608262272
FDC53,OUT019,-244.390186475873
FDQ19,OUT035,3960.81393146518
FDL14,OUT045,2421.8159552848
FDM33,OUT019,1622.06958209036
FDA51,OUT045,1778.04783891504
FDZ27,OUT018,566.133612995591
FDT04,OUT046,733.535834869851
DRC13,OUT049,2084.83782890399
FDR16,OUT027,4852.1017165974
FDQ03,OUT027,5184.50207309053
FDE38,OUT035,2826.68302159997
DRH23,OUT027,2384.3320566691
FDT11,OUT019,1105.38744492356
FDD09,OUT035,3010.84422734081
FDR40,OUT045,1294.35685836953
FDX07,OUT017,3029.33103754743
FDR07,OUT035,1732.62318107864
FDA51,OUT017,1958.94716717003
FDT59,OUT019,1762.53937883747
FDF20,OUT017,3208.36626281051
FDR13,OUT045,1802.74096682566
FDY26,OUT049,3436.37731899495
FDW04,OUT017,2199.77549967609
FDK52,OUT017,3700.39546371097
FDN60,OUT049,2616.09677595669
FDM09,OUT019,844.503481923424
FDP46,OUT049,1545.18423087381
FDB50,OUT019,-572.721911902224
NCQ29,OUT049,4144.51606160206
FDP16,OUT027,5326.02921924861
FDX33,OUT018,2305.54759400314
FDP07,OUT010,1219.31371277758
FDN22,OUT046,3978.086702396
FDF39,OUT049,4231.96473412257
FDS21,OUT017,1131.42594483208
NCM42,OUT013,1734.80099111761
FDK50,OUT019,730.272645559119
DRF13,OUT027,3773.77265763976
FDH35,OUT018,2348.75051993566
FDP60,OUT018,1352.44603329013
DRJ49,OUT027,3514.39433546752
NCT42,OUT019,452.887537181695
FDE38,OUT049,2778.7770936641
FDI04,OUT049,3257.34209373186
NCH54,OUT045,2424.92214898466
FDT56,OUT049,1097.53588024968
DRD15,OUT018,3375.67524651693
FDV58,OUT013,3117.51505873856
FDP21,OUT049,3078.71496824143
FDH05,OUT013,3719.66627329227
FDR10,OUT027,4030.23514944269
NCP06,OUT045,2294.21583013185
FDF33,OUT049,1832.34734590103
DRK37,OUT013,3002.01084674395
DRH49,OUT045,1299.26681262794
FDT58,OUT013,2709.97796910259
FDD41,OUT018,1427.09428337176
FDP40,OUT018,1520.21213983102
FDM51,OUT027,3104.47009016774
FDO45,OUT010,-466.036323347908
FDW33,OUT010,-154.668563471274
FDY24,OUT045,864.120764712045
FDB10,OUT010,1870.85118315252
FDM40,OUT035,2423.70304609199
NCI06,OUT017,2945.50270467676
FDW12,OUT019,421.956358982571
FDX48,OUT027,3926.82514038366
NCW05,OUT027,3145.16474626116
FDX27,OUT017,1663.56640672069
DRM37,OUT045,3061.78789742966
FDA38,OUT045,3761.38181737301
FDR36,OUT046,714.416978853914
FDZ45,OUT046,3168.62698666301
FDG05,OUT017,2642.37825311102
FDK28,OUT013,4117.96855973943
FDV47,OUT045,1353.01810902386
FDN21,OUT045,2508.79067349961
FDP20,OUT027,3499.19222860933
FDI35,OUT045,2837.12239892596
DRY23,OUT013,759.907604107782
FDA56,OUT017,2090.18216072833
FDB09,OUT013,2025.5297253949
NCO26,OUT027,3303.69604961323
FDQ49,OUT018,2234.51968357136
FDI52,OUT027,3425.07265323318
FDZ44,OUT027,3348.91876232364
FDZ09,OUT018,2355.46252452987
FDY03,OUT049,1935.30906354313
NCG42,OUT017,2158.13293497125
DRI13,OUT027,4872.95847863884
FDQ32,OUT013,2063.15837943274
FDW16,OUT035,1639.42494133084
FDU27,OUT046,822.50467697377
FDR28,OUT010,715.52691009371
FDQ49,OUT010,643.522033539508
FDS37,OUT046,1890.85423181778
FDW26,OUT018,3222.52614150622
FDX12,OUT018,3541.62306374376
NCP06,OUT013,2407.93992445882
FDW45,OUT010,443.781928144026
NCN30,OUT049,1604.91735969461
FDN24,OUT049,1007.42930544623
NCL41,OUT027,1997.04096085776
FDR02,OUT019,-104.489256078527
FDD09,OUT010,994.960862760024
FDS33,OUT010,-463.473333109032
FDU22,OUT045,1876.3720591406
FDI53,OUT013,2633.33559513185
DRH01,OUT049,2873.2247563762
FDX32,OUT013,2331.20263844402
NCP30,OUT018,386.095758721308
FDB60,OUT045,3055.86078540455
FDB14,OUT049,1630.65330826071
NCP02,OUT035,1087.28356934792
FDJ10,OUT017,2362.90410880043
FDG34,OUT046,1803.91970524725
NCB18,OUT017,1507.65281400727
FDM16,OUT049,1334.2151984004
FDW25,OUT018,1114.70936572844
FDB35,OUT010,-390.370915499581
DRN11,OUT013,2304.7074601976
FDF41,OUT019,2040.46769067588
FDH16,OUT045,1390.52618812887
NCQ50,OUT018,3056.36058783729
DRH23,OUT018,667.333471946175
DRJ37,OUT013,2438.54563563906
DRJ24,OUT027,4358.83933171091
FDY16,OUT035,3068.48832022845
FDQ27,OUT045,1653.56504159523
FDZ33,OUT045,2324.58927611449
FDF29,OUT045,2057.52198322563
FDA08,OUT049,2708.72614935474
FDG31,OUT046,1102.99597905106
FDE34,OUT019,1037.49139108042
NCR30,OUT027,2630.02844156654
FDV33,OUT035,4223.28391858178
DRZ24,OUT018,1642.48478704238
NCL54,OUT035,2871.93479182138
FDR12,OUT049,2859.0398072847
NCC54,OUT046,3791.86551823299
DRN59,OUT013,800.018865095941
FDX50,OUT019,-91.593921595591
FDV31,OUT027,4291.19949573138
NCA29,OUT027,4161.03638033956
FDW60,OUT049,2920.26404817791
FDX08,OUT017,3012.8957467032
DRD49,OUT013,3745.60882416718
FDD33,OUT046,3670.33928216921
FDW35,OUT013,774.036122576751
FDJ36,OUT017,1783.98057297372
FDV51,OUT035,2805.04136698943
FDW36,OUT046,1741.10944023758
FDH35,OUT046,2649.91053396282
NCS30,OUT027,3514.17659902543
FDN49,OUT017,784.055746678345
FDL08,OUT018,3617.28847159209
FDI09,OUT013,3832.35127718439
FDP19,OUT018,1815.63309192463
FDU21,OUT010,-1290.42568909722
NCP41,OUT045,1648.4133982287
FDY10,OUT013,1861.87244156508
FDP12,OUT018,375.260402660541
NCN26,OUT049,1937.88658253751
FDK44,OUT013,2818.06566722245
FDC28,OUT049,1873.55614794444
FDJ41,OUT027,5602.41169861484
NCT29,OUT035,2099.57505542075
NCH42,OUT019,1690.50883939449
FDU60,OUT018,2397.60810105142
FDS02,OUT045,3013.59463395017
FDC51,OUT046,1997.88458052666
FDU03,OUT013,2944.13448865872
FDX39,OUT045,3300.79794062167
NCY05,OUT010,-1277.47563421451
NCL06,OUT027,5508.21082985584
FDD32,OUT035,1470.11300231777
NCN41,OUT045,1882.04124307933
NCX53,OUT049,2331.06288850692
FDU57,OUT019,519.751904502645
FDQ23,OUT046,1703.5611694883
FDQ52,OUT045,3877.1584862095
FDC14,OUT045,647.945368472332
FDY09,OUT035,2966.13566058038
FDQ28,OUT045,2446.06079177849
FDV25,OUT046,3512.3768451669
FDJ07,OUT035,2029.50958235588
DRB25,OUT049,1796.08868976031
FDK52,OUT019,1687.40264569463
FDY52,OUT027,2509.1112634968
FDB28,OUT046,3153.69733664669
FDT36,OUT035,790.871122376388
FDV25,OUT017,3626.80456304031
NCN07,OUT027,3505.87857031476
FDC57,OUT017,3180.62166159981
FDQ03,OUT018,3473.68681825634
FDU23,OUT017,2776.1762369082
NCX41,OUT035,3476.64899661396
NCD06,OUT035,911.828492090403
FDW08,OUT045,1677.20082009488
NCU29,OUT017,2392.2492628831
NCE06,OUT013,2566.43103616662
FDV52,OUT010,21.8438631972126
FDB02,OUT017,2923.31784660524
NCR18,OUT045,647.511605810898
FDK16,OUT049,1646.07144133824
NCQ29,OUT010,2154.8969703466
FDZ01,OUT019,-197.078437832294
FDW27,OUT035,2660.46274753127
FDD17,OUT018,3491.70813321703
FDW39,OUT013,2851.50511526067
DRH59,OUT045,1119.62252937082
FDS52,OUT013,1693.12936890177
FDU40,OUT027,4551.06630096483
NCF54,OUT013,2762.02212720677
FDH46,OUT045,1616.99373696836
NCP14,OUT049,1745.427348086
FDH50,OUT049,3049.95320926402
DRF15,OUT010,541.361447444762
FDV27,OUT027,2884.71454592245
NCJ06,OUT049,2001.22552225266
FDN02,OUT018,2990.44412912776
FDQ51,OUT049,897.307291792985
FDQ07,OUT017,3636.0795578734
FDS45,OUT049,1812.29171540695
NCJ06,OUT045,1857.38830681299
FDD36,OUT035,2044.92771543342
FDY25,OUT045,2850.01773340889
FDU52,OUT046,2490.85055590526
DRK47,OUT017,3672.31426134809
NCL30,OUT017,2134.98563953281
FDN22,OUT035,4126.54572247267
NCF30,OUT027,3441.07418141598
FDK03,OUT035,4193.99348489889
FDT45,OUT017,1044.49141826155
NCC54,OUT027,5193.79159667912
FDP08,OUT018,2834.06771624191
FDU44,OUT046,2619.03407616347
DRG39,OUT035,1018.58809418017
FDU32,OUT049,2071.67003757918
FDY27,OUT049,2946.50300856071
NCP54,OUT013,1980.30701268449
NCZ41,OUT049,2098.49239306725
DRL49,OUT013,2308.36799149173
FDI05,OUT018,995.881223591864
FDY56,OUT045,3528.77113028907
DRC13,OUT013,2022.26222587548
NCV29,OUT017,2925.44707418268
FDR24,OUT049,1562.1883880678
FDZ34,OUT018,2772.76309206014
FDP37,OUT035,2188.48917712489
FDX08,OUT027,4329.76492424736
FDS57,OUT045,2213.89839611148
NCG18,OUT049,1726.9175500641
FDK25,OUT018,2425.96176025617
FDH53,OUT049,1438.15388216492
DRI59,OUT018,3231.05643541448
FDA52,OUT046,2835.16928075891
FDT20,OUT010,-1209.10562606565
