Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH40,OUT019,-533.120348228883
FDW58,OUT017,1799.84737770038
FDC47,OUT017,3714.17725055256
NCR41,OUT035,1643.93416233267
DRG49,OUT035,3997.8450879179
FDC52,OUT027,3898.38226152415
FDY13,OUT046,1243.79380011405
FDY35,OUT013,786.096554967962
FDI35,OUT017,3004.8255578667
NCU18,OUT049,2330.34127077781
FDY33,OUT018,2260.32168668667
FDC15,OUT027,3980.34444673362
FDU01,OUT049,3072.46378350082
NCU42,OUT046,2684.36574384274
NCV29,OUT018,2518.72394576037
NCY30,OUT017,2982.51434723913
FDQ46,OUT049,1913.67623612505
FDG58,OUT027,3922.1759244195
FDK33,OUT017,3495.73508885336
NCD07,OUT045,1775.53491767185
NCX29,OUT027,3735.85928529708
NCT42,OUT013,2371.92768833017
DRN59,OUT035,898.268441144766
FDI44,OUT035,1444.23353830307
FDA45,OUT049,2943.77785277083
FDP31,OUT045,1037.13479167514
FDY01,OUT046,1876.92596050622
FDT09,OUT018,1859.74202843715
DRH03,OUT027,2973.12772151364
FDA36,OUT018,2699.3789900429
NCF31,OUT017,2522.7404702535
FDG14,OUT049,2523.91884293
FDG28,OUT027,5351.87203193077
FDU14,OUT049,4065.15398049982
FDY47,OUT019,215.161044217752
FDI56,OUT049,1574.79424410966
DRD01,OUT013,950.137850339343
FDM22,OUT046,936.661632905556
FDH33,OUT013,758.078519270832
DRZ24,OUT013,1916.32829175522
NCQ38,OUT046,1681.74905016413
FDO16,OUT027,2834.56048530341
FDU07,OUT027,3851.08487423571
NCB07,OUT013,3091.65793234971
FDU48,OUT045,2072.36489043083
NCM43,OUT045,2546.66533466775
FDR31,OUT010,433.773964552501
DRK49,OUT018,400.504942953336
NCI30,OUT010,1957.82637360467
DRD60,OUT017,2965.89119594451
NCG19,OUT046,3710.28351672469
FDH12,OUT035,1849.44909497049
FDM32,OUT035,1641.42601364291
FDM27,OUT035,2645.47992935962
NCU53,OUT027,4069.03915343464
NCQ18,OUT046,1587.31639173906
FDS10,OUT013,2891.91677928215
FDB33,OUT027,3978.74510854372
FDI12,OUT013,1438.38647983758
NCW42,OUT013,3511.51694219053
NCC06,OUT018,1754.36187810223
FDW02,OUT017,2133.56035856791
NCD43,OUT017,1757.27164809748
FDM57,OUT018,1082.86895852547
FDA58,OUT017,3864.19392571782
FDK56,OUT046,2968.19213065617
FDP52,OUT045,3616.71764630455
FDW20,OUT018,1721.70324279547
FDS52,OUT049,1730.4725141148
NCT29,OUT018,1617.30825984458
NCL54,OUT013,2812.54380083835
FDC05,OUT045,3103.49220349859
FDF34,OUT035,3280.13036986579
FDP03,OUT027,3464.53449835373
FDD32,OUT010,-519.946003647783
FDZ10,OUT045,2000.24814382507
FDZ40,OUT035,1056.04329519323
FDD51,OUT018,471.560126260583
NCY30,OUT019,930.671616627244
FDP58,OUT017,3568.8775318811
FDV49,OUT017,4291.76592324249
FDY24,OUT019,-1011.64046407585
NCO55,OUT017,1802.43658446605
FDR13,OUT017,1989.81944904839
FDS51,OUT017,1138.24512695702
FDP26,OUT045,1645.28547659818
NCB54,OUT027,3499.28505554241
FDF32,OUT017,3244.55793496322
FDN31,OUT018,2737.73504803576
DRM48,OUT017,704.392701625185
FDN20,OUT049,2800.52952694333
DRL01,OUT046,3686.93254513026
FDV56,OUT049,1837.37564575545
DRH13,OUT027,3174.46351157936
FDA03,OUT017,2441.26616754431
FDF47,OUT027,5014.54884906733
FDX32,OUT046,2364.75840222693
FDX57,OUT049,1669.76001526469
NCA30,OUT045,2943.63479092136
FDO49,OUT013,868.099269215386
FDL04,OUT019,-189.642986833553
DRM48,OUT035,763.880386536948
FDR16,OUT013,3409.28553681399
NCC19,OUT018,2752.75419897906
NCE42,OUT045,3643.67415773348
FDY24,OUT017,1027.73179332045
FDH19,OUT049,2900.70483828417
FDJ46,OUT013,2802.65313200495
FDN45,OUT010,1683.91708108739
FDY08,OUT035,2394.34330450744
FDZ37,OUT035,1562.50038866143
NCT30,OUT045,711.180028721144
DRY23,OUT018,412.934887130976
NCZ30,OUT018,1646.43305003959
FDC44,OUT018,1556.13900514867
FDB45,OUT035,1843.25438740064
FDY04,OUT013,2643.89777273387
FDM27,OUT046,2558.3001465329
FDZ43,OUT017,3932.12682855975
FDT39,OUT019,520.774931312244
NCC06,OUT019,106.622746540981
FDL15,OUT027,3918.60625146153
FDL57,OUT017,4185.88848802382
FDU08,OUT046,1620.04668273826
FDK40,OUT017,4288.15572124658
FDQ12,OUT010,1753.94190581123
FDS48,OUT017,2527.94530924758
FDP09,OUT045,3318.8167468939
FDW21,OUT049,1709.18229871748
FDY25,OUT035,3035.2289816214
DRE13,OUT017,1474.99000589112
FDV43,OUT019,-1163.17541935511
FDD22,OUT045,1754.77311381276
FDM46,OUT019,-383.717843869494
NCO30,OUT010,1025.88920449372
FDM25,OUT046,2790.19794883173
NCN41,OUT049,2040.76752985687
FDU24,OUT045,1467.29129477374
FDZ50,OUT046,2945.91674787482
FDP45,OUT013,4019.56867265689
NCM54,OUT045,1939.45928809079
FDW10,OUT019,904.248217928279
FDP20,OUT017,2165.2291252989
FDK32,OUT046,2436.30150706477
FDN52,OUT049,1532.78745508294
FDM58,OUT045,1743.86144974912
FDZ46,OUT027,3252.28704422437
NCA18,OUT018,1575.34199985581
FDD35,OUT046,1980.75200288092
NCK31,OUT035,943.361682790582
FDI40,OUT027,3091.93234676339
FDT50,OUT019,-304.792218888017
NCT06,OUT046,2610.11654631711
FDT31,OUT035,3141.06588780212
FDT45,OUT049,993.062256693854
FDT13,OUT045,2929.60080736209
FDO50,OUT045,1430.9461005869
NCU18,OUT010,338.279781859238
NCR54,OUT049,3166.82008504171
NCO18,OUT018,2528.07680067206
FDU09,OUT045,890.27626385173
FDT13,OUT018,2712.30151791256
FDE09,OUT046,1830.77585675362
NCK53,OUT019,-292.890686248609
FDG45,OUT049,3490.19034242178
DRH15,OUT035,884.812800545143
FDO21,OUT019,1663.44127443856
FDD14,OUT027,4396.51219650263
FDC09,OUT046,1682.85110347028
FDH45,OUT027,2199.41746110522
FDV32,OUT046,1095.45752121459
FDG12,OUT035,2068.95748212963
FDS32,OUT013,2284.7917907811
NCL55,OUT018,3665.0004908826
DRE01,OUT035,3979.17990713246
DRE15,OUT049,1336.12343031165
NCL42,OUT045,3823.22714870987
FDP31,OUT013,1097.49362401618
FDN33,OUT018,1247.36697071233
FDZ59,OUT046,2651.13346676807
FDE45,OUT010,962.05438614798
FDJ07,OUT013,1945.45774411165
FDQ45,OUT018,2664.59260500801
FDM33,OUT027,4941.36587700163
FDO15,OUT010,-637.227686622114
FDM46,OUT013,1541.67940948233
FDR03,OUT045,3219.17454828302
FDY49,OUT018,2383.34602257678
FDQ60,OUT045,1864.75333471937
FDW10,OUT049,2911.0428605799
FDO51,OUT049,860.806653005902
FDJ40,OUT018,1485.04795496489
FDS20,OUT018,2629.80621997312
FDU45,OUT013,1852.50283676263
FDV02,OUT035,2853.05095603313
FDN09,OUT046,3858.16303977835
NCM55,OUT027,4394.95808854242
FDN23,OUT018,2043.93091783143
FDY31,OUT010,445.178212308159
FDW03,OUT010,-156.696706969132
FDD14,OUT046,2940.707207689
FDV23,OUT017,2130.97585299397
DRI03,OUT045,2722.02511852715
FDN13,OUT035,1760.71856042325
FDF45,OUT027,2456.7893225652
FDU46,OUT035,1575.50397460699
FDB57,OUT049,3631.83933005937
FDV12,OUT049,1718.57568266712
FDQ58,OUT013,2455.48451053781
NCA18,OUT017,1938.91656095578
FDH52,OUT049,1121.25560373183
FDM24,OUT018,2129.54383407477
NCP43,OUT027,4308.81205956911
NCO18,OUT019,881.896478262763
FDM32,OUT017,1592.84999279479
NCL07,OUT017,723.026716725821
FDK03,OUT013,4047.05359562406
FDP59,OUT017,1765.59410539546
FDQ24,OUT049,4072.90749722162
FDQ16,OUT018,1497.51842818048
FDU44,OUT013,2603.90184751316
FDH28,OUT010,-1214.81635931204
FDV28,OUT019,-1273.11511122376
FDM22,OUT045,852.372260512941
FDR56,OUT046,3137.89968302884
FDV39,OUT049,3233.80364834583
FDU37,OUT019,-574.141969871571
FDQ11,OUT010,2181.02131964389
FDX02,OUT045,3497.30351241035
NCS42,OUT018,1192.89440966176
FDY57,OUT027,3000.57677760427
FDB21,OUT049,3935.93493703987
FDE28,OUT017,3754.66575946529
FDQ55,OUT017,1937.3530506121
FDA48,OUT049,3635.49006109324
FDZ19,OUT045,2730.8495228703
NCC43,OUT045,3907.28125580125
NCV18,OUT046,1318.49975348548
NCA42,OUT018,2228.65762114741
FDY45,OUT046,4077.21937228342
NCC30,OUT045,2760.43106891111
FDM57,OUT013,1430.67349215374
FDL09,OUT010,782.501395171595
FDB09,OUT027,3470.23662223156
FDT44,OUT035,2064.8546964417
NCT06,OUT027,4045.65701615541
FDX26,OUT049,3023.15553240637
FDK32,OUT013,2485.6349971548
DRA12,OUT046,2279.63340751419
FDO46,OUT010,1111.49741954532
FDE52,OUT013,1450.32384032321
NCH42,OUT045,3561.13833075609
FDV08,OUT035,867.670562035122
FDB47,OUT018,3073.00683805523
FDC28,OUT010,-94.4253989670777
FDD22,OUT046,1854.65057772487
FDS07,OUT027,3321.32670156419
DRI13,OUT045,3365.00271752303
FDG32,OUT018,3264.98977320925
FDU14,OUT017,4072.79064881332
FDD28,OUT019,-912.490849156989
NCP41,OUT017,1839.31489138285
FDS08,OUT049,2893.89595990846
FDX47,OUT045,2468.30865026246
FDC53,OUT019,-263.278013553314
FDQ19,OUT035,3971.34999449618
FDL14,OUT045,2427.28702861977
FDM33,OUT019,1618.84997983791
FDA51,OUT045,1778.11472205405
FDZ27,OUT018,547.327603900211
FDT04,OUT046,724.947291506162
DRC13,OUT049,2080.79462076238
FDR16,OUT027,4871.87416500775
FDQ03,OUT027,5207.06489695132
FDE38,OUT035,2827.69848398584
DRH23,OUT027,2384.66791379802
FDT11,OUT019,1097.8304912722
FDD09,OUT035,3013.40565349412
FDR40,OUT045,1290.36333840924
FDX07,OUT017,3031.81789714185
FDR07,OUT035,1724.45442431231
FDA51,OUT017,1952.44855843957
FDT59,OUT019,1760.4989674755
FDF20,OUT017,3212.35605550226
FDR13,OUT045,1803.01513944728
FDY26,OUT049,3442.40037144133
FDW04,OUT017,2195.29855383999
FDK52,OUT017,3708.51565571269
FDN60,OUT049,2615.23388305117
FDM09,OUT019,834.756505934398
FDP46,OUT049,1535.33143161892
FDB50,OUT019,-594.365959808955
NCQ29,OUT049,4160.04339477069
FDP16,OUT027,5349.78011004885
FDX33,OUT018,2301.34330832936
FDP07,OUT010,1228.77910251965
FDN22,OUT046,3996.73493815
FDF39,OUT049,4244.66644243826
FDS21,OUT017,1117.98060798168
NCM42,OUT013,1730.50889848624
FDK50,OUT019,719.566744841982
DRF13,OUT027,3785.77234384425
FDH35,OUT018,2344.90890650803
FDP60,OUT018,1340.24081998545
DRJ49,OUT027,3524.21663862044
NCT42,OUT019,443.412816674451
FDE38,OUT049,2779.27984058396
FDI04,OUT049,3261.86221308091
NCH54,OUT045,2433.97902107336
FDT56,OUT049,1083.92524216095
DRD15,OUT018,3381.7336812922
FDV58,OUT013,3121.270605045
FDP21,OUT049,3081.73558033661
FDH05,OUT013,3728.47665162196
FDR10,OUT027,4043.10833842769
NCP06,OUT045,2302.17547203948
FDF33,OUT049,1824.90517253986
DRK37,OUT013,3006.07618179117
DRH49,OUT045,1296.59391285562
FDT58,OUT013,2710.3123954618
FDD41,OUT018,1415.51571393306
FDP40,OUT018,1509.41525962816
FDM51,OUT027,3109.57183112684
FDO45,OUT010,-470.718810629237
FDW33,OUT010,-156.737236007083
FDY24,OUT045,856.515575238821
FDB10,OUT010,1885.78598388307
FDM40,OUT035,2421.33564378258
NCI06,OUT017,2950.84558050814
FDW12,OUT019,408.662259485776
FDX48,OUT027,3938.83024139892
NCW05,OUT027,3154.16782691923
FDX27,OUT017,1654.58818806687
DRM37,OUT045,3073.9106964881
FDA38,OUT045,3778.09804018752
FDR36,OUT046,705.667939914858
FDZ45,OUT046,3180.48011382348
FDG05,OUT017,2641.616790226
FDK28,OUT013,4130.12253533141
FDV47,OUT045,1349.51702810739
FDN21,OUT045,2514.99186674502
FDP20,OUT027,3507.60751284038
FDI35,OUT045,2846.07981300066
DRY23,OUT013,745.15132923976
FDA56,OUT017,2084.78522020342
FDB09,OUT013,2020.11846725339
NCO26,OUT027,3314.02994068819
FDQ49,OUT018,2229.71914541561
FDI52,OUT027,3432.86573162274
FDZ44,OUT027,3356.07255756113
FDZ09,OUT018,2351.67725584579
FDY03,OUT049,1928.73121491457
NCG42,OUT017,2156.86613896297
DRI13,OUT027,4894.18541466564
FDQ32,OUT013,2058.06299963013
FDW16,OUT035,1630.47382054131
FDU27,OUT046,814.662993437428
FDR28,OUT010,720.763199899508
FDQ49,OUT010,648.153869601729
FDS37,OUT046,1891.98093929574
FDW26,OUT018,3226.01954441053
FDX12,OUT018,3547.79516479243
NCP06,OUT013,2409.29857893899
FDW45,OUT010,446.737021460108
NCN30,OUT049,1599.12572092671
FDN24,OUT049,993.062256693854
NCL41,OUT027,1996.40597596544
FDR02,OUT019,-122.202667683636
FDD09,OUT010,1002.5428950607
FDS33,OUT010,-468.134305055306
FDU22,OUT045,1877.26433697291
FDI53,OUT013,2633.02663770818
DRH01,OUT049,2875.79975872953
FDX32,OUT013,2328.35738895977
NCP30,OUT018,369.338123267509
FDB60,OUT045,3066.65442561974
FDB14,OUT049,1621.51798963018
NCP02,OUT035,1077.25715370638
FDJ10,OUT017,2359.79656602686
FDG34,OUT046,1804.31663020844
NCB18,OUT017,1500.92548305949
FDM16,OUT049,1322.59139379755
FDW25,OUT018,1100.50844288892
FDB35,OUT010,-394.418220259643
DRN11,OUT013,2302.91919667515
FDF41,OUT019,2040.7603825227
FDH16,OUT045,1387.33997337028
NCQ50,OUT018,3062.01881710742
DRH23,OUT018,650.656400421486
DRJ37,OUT013,2437.88089305089
DRJ24,OUT027,4375.75043167386
FDY16,OUT035,3071.53364677029
FDQ27,OUT045,1652.58693866591
FDZ33,OUT045,2329.24416819879
FDF29,OUT045,2059.93494625319
FDA08,OUT049,2708.64084505425
FDG31,OUT046,1097.50891405856
FDE34,OUT019,1029.36447570031
NCR30,OUT027,2634.70714750547
FDV33,OUT035,4236.02331802389
DRZ24,OUT018,1633.9937425088
NCL54,OUT035,2876.88984915817
FDR12,OUT049,2860.21632937145
NCC54,OUT046,3812.5102209095
DRN59,OUT013,785.59930911453
FDX50,OUT019,-109.199081738078
FDV31,OUT027,4306.2633818414
NCA29,OUT027,4178.56731968718
FDW60,OUT049,2921.95452464354
FDX08,OUT017,3015.24463823833
DRD49,OUT013,3755.91638338975
FDD33,OUT046,3686.40409456171
FDW35,OUT013,758.119048308783
FDJ36,OUT017,1776.01318576708
FDV51,OUT035,2805.87515585855
FDW36,OUT046,1740.97909674645
FDH35,OUT046,2657.40923241381
NCS30,OUT027,3526.27739481755
FDN49,OUT017,767.694368210639
FDL08,OUT018,3624.09575516202
FDI09,OUT013,3842.10760356242
FDP19,OUT018,1807.31615903881
FDU21,OUT010,-1302.02861374528
NCP41,OUT045,1650.95177262979
FDY10,OUT013,1855.08734233656
FDP12,OUT018,354.852085054169
NCN26,OUT049,1934.8900946382
FDK44,OUT013,2819.30744898437
FDC28,OUT049,1866.45990691251
FDJ41,OUT027,5628.4827159441
NCT29,OUT035,2098.04644447842
NCH42,OUT019,1691.42348228947
FDU60,OUT018,2394.17662856452
FDS02,OUT045,3024.03346578715
FDC51,OUT046,1999.90976735838
FDU03,OUT013,2946.43457056241
FDX39,OUT045,3313.64773574604
NCY05,OUT010,-1285.41012461207
NCL06,OUT027,5537.05078990081
FDD32,OUT035,1459.74057174665
NCN41,OUT045,1886.54083500043
NCX53,OUT049,2331.36696719979
FDU57,OUT019,507.27876167467
FDQ23,OUT046,1703.11562244561
FDQ52,OUT045,3894.84661043188
FDC14,OUT045,638.52546819368
FDY09,OUT035,2968.32177520145
FDQ28,OUT045,2451.73539135894
FDV25,OUT046,3527.11562256066
FDJ07,OUT035,2023.83307479901
DRB25,OUT049,1789.62154165154
FDK52,OUT019,1684.73148983587
FDY52,OUT027,2509.21519196355
FDB28,OUT046,3165.42513503396
FDT36,OUT035,774.796712762007
FDV25,OUT017,3634.30698722501
NCN07,OUT027,3517.90970728989
FDC57,OUT017,3184.37854884309
FDQ03,OUT018,3479.28862018258
FDU23,OUT017,2776.53795756379
NCX41,OUT035,3486.68040130906
NCD06,OUT035,900.329197341882
FDW08,OUT045,1676.4211305992
NCU29,OUT017,2392.94778502563
NCE06,OUT013,2569.12016367001
FDV52,OUT010,21.2569458173536
FDB02,OUT017,2924.91476550119
NCR18,OUT045,641.647787689313
FDK16,OUT049,1637.06555211172
NCQ29,OUT010,2175.77595161186
FDZ01,OUT019,-215.569100648767
FDW27,OUT035,2660.08285349508
FDD17,OUT018,3497.461217276
FDW39,OUT013,2853.02760855933
DRH59,OUT045,1115.44158368933
FDS52,OUT013,1684.92773530982
FDU40,OUT027,4568.31167075722
NCF54,OUT013,2766.3531680478
FDH46,OUT045,1615.7086317491
NCP14,OUT049,1740.81523760226
FDH50,OUT049,3052.73237725545
DRF15,OUT010,546.415086947519
FDV27,OUT027,2887.97152208579
NCJ06,OUT049,1998.76074083015
FDN02,OUT018,2991.98929119184
FDQ51,OUT049,882.015810327318
FDQ07,OUT017,3643.6598421367
FDS45,OUT049,1804.68118260248
NCJ06,OUT045,1861.68094664515
FDD36,OUT035,2039.38063728055
FDY25,OUT045,2859.08339894622
FDU52,OUT046,2497.01400591488
DRK47,OUT017,3681.47812523817
NCL30,OUT017,2133.52453072169
FDN22,OUT035,4138.47304129493
NCF30,OUT027,3452.56131002189
FDK03,OUT035,4206.48700221276
FDT45,OUT017,1030.31629889438
NCC54,OUT027,5219.99212601271
FDP08,OUT018,2834.30015738069
FDU44,OUT046,2626.27357841279
DRG39,OUT035,1005.70468551539
FDU32,OUT049,2066.23688782629
FDY27,OUT049,2948.41375118872
NCP54,OUT013,1978.07585038046
NCZ41,OUT049,2096.84413028908
DRL49,OUT013,2306.61045674697
FDI05,OUT018,980.682783378611
FDY56,OUT045,3543.53467423885
DRC13,OUT013,2018.10294128596
NCV29,OUT017,2930.62159057076
FDR24,OUT049,1552.47833229036
FDZ34,OUT018,2772.4809040327
FDP37,OUT035,2184.14724322204
FDX08,OUT027,4345.15255256422
FDS57,OUT045,2217.62408006434
NCG18,OUT049,1722.15005681682
FDK25,OUT018,2422.76830602957
FDH53,OUT049,1427.40260355629
DRI59,OUT018,3235.90084989078
FDA52,OUT046,2844.22315641998
FDT20,OUT010,-1220.02589949785
